GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049
Id,Id2,Geography,Total:,Male:,Male: - Under 5 years,Male: - 5 to 9 years,Male: - 10 to 14 years,Male: - 15 to 17 years,Male: - 18 and 19 years,Male: - 20 years,Male: - 21 years,Male: - 22 to 24 years,Male: - 25 to 29 years,Male: - 30 to 34 years,Male: - 35 to 39 years,Male: - 40 to 44 years,Male: - 45 to 49 years,Male: - 50 to 54 years,Male: - 55 to 59 years,Male: - 60 and 61 years,Male: - 62 to 64 years,Male: - 65 and 66 years,Male: - 67 to 69 years,Male: - 70 to 74 years,Male: - 75 to 79 years,Male: - 80 to 84 years,Male: - 85 years and over,Female:,Female: - Under 5 years,Female: - 5 to 9 years,Female: - 10 to 14 years,Female: - 15 to 17 years,Female: - 18 and 19 years,Female: - 20 years,Female: - 21 years,Female: - 22 to 24 years,Female: - 25 to 29 years,Female: - 30 to 34 years,Female: - 35 to 39 years,Female: - 40 to 44 years,Female: - 45 to 49 years,Female: - 50 to 54 years,Female: - 55 to 59 years,Female: - 60 and 61 years,Female: - 62 to 64 years,Female: - 65 and 66 years,Female: - 67 to 69 years,Female: - 70 to 74 years,Female: - 75 to 79 years,Female: - 80 to 84 years,Female: - 85 years and over
1500000US245102606054,245102606054,"Block Group 4, Census Tract 2606.05, Baltimore city, Maryland",608,280,20,17,12,13,11,2,2,18,30,17,15,20,25,23,18,3,6,7,9,6,3,2,1,328,23,15,21,9,6,6,6,10,22,25,23,24,32,29,17,7,14,5,7,11,5,8,3
1500000US245102606055,245102606055,"Block Group 5, Census Tract 2606.05, Baltimore city, Maryland",120,37,0,1,1,0,0,0,0,6,8,2,1,4,2,0,1,1,1,1,0,4,1,0,3,83,0,2,0,0,0,0,0,9,7,2,1,4,3,6,2,0,2,5,5,5,9,9,12
1500000US245102606056,245102606056,"Block Group 6, Census Tract 2606.05, Baltimore city, Maryland",17,10,1,0,0,0,0,0,0,0,0,2,1,0,1,2,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3
1500000US245102607001,245102607001,"Block Group 1, Census Tract 2607, Baltimore city, Maryland",1116,589,42,34,22,13,11,10,8,36,86,61,53,35,31,28,29,11,10,12,17,17,12,6,5,527,52,34,24,9,10,10,5,18,76,50,37,26,25,31,22,8,19,6,8,16,20,12,9
1500000US245102607002,245102607002,"Block Group 2, Census Tract 2607, Baltimore city, Maryland",1144,613,42,31,25,15,10,10,7,35,76,77,41,39,40,45,37,9,11,12,19,15,9,4,4,531,44,34,35,11,9,4,5,35,61,68,33,26,31,25,24,8,14,13,11,9,15,6,10
1500000US245102608001,245102608001,"Block Group 1, Census Tract 2608, Baltimore city, Maryland",1412,783,68,51,26,18,20,20,17,48,84,85,62,51,43,49,50,13,18,12,19,15,7,3,4,629,53,31,37,19,21,9,11,35,62,64,30,49,31,37,29,5,11,13,14,27,9,11,21
1500000US245102608002,245102608002,"Block Group 2, Census Tract 2608, Baltimore city, Maryland",1235,676,69,30,29,18,18,13,13,39,70,67,73,40,42,41,36,8,14,3,12,19,9,6,7,559,56,28,29,20,13,9,4,34,54,51,48,32,33,35,21,13,12,5,11,17,12,10,12
1500000US245102609001,245102609001,"Block Group 1, Census Tract 2609, Baltimore city, Maryland",958,494,25,10,12,6,3,5,6,35,101,74,38,33,35,16,25,11,14,4,7,9,7,10,8,464,30,10,12,5,4,2,4,30,99,65,28,25,16,18,16,19,22,7,9,9,13,7,14
1500000US245102609002,245102609002,"Block Group 2, Census Tract 2609, Baltimore city, Maryland",868,407,16,10,10,3,4,5,3,19,91,56,30,36,20,25,19,10,18,1,7,9,4,8,3,461,21,15,12,9,5,1,4,38,83,74,27,20,22,23,21,12,7,5,8,13,13,14,14
1500000US245102609003,245102609003,"Block Group 3, Census Tract 2609, Baltimore city, Maryland",826,384,13,4,4,2,1,0,1,21,112,78,37,27,20,22,22,4,7,2,1,3,3,0,0,442,20,9,3,2,0,0,4,50,151,69,26,25,17,5,25,7,5,3,3,4,6,2,6
1500000US245102610001,245102610001,"Block Group 1, Census Tract 2610, Baltimore city, Maryland",728,360,32,35,18,16,19,7,3,24,29,30,25,28,25,26,15,5,5,3,5,7,3,0,0,368,28,27,33,16,16,3,8,18,32,27,25,28,31,27,13,5,9,6,9,6,0,0,1
1500000US245102610002,245102610002,"Block Group 2, Census Tract 2610, Baltimore city, Maryland",693,343,43,37,16,16,6,3,6,23,38,29,19,23,24,25,10,3,6,4,3,3,2,2,2,350,36,24,27,14,4,5,5,27,41,36,17,29,23,21,17,2,4,6,3,3,3,0,3
1500000US245102610003,245102610003,"Block Group 3, Census Tract 2610, Baltimore city, Maryland",795,411,31,20,22,16,19,8,8,33,62,35,53,23,23,18,13,6,7,1,5,4,4,0,0,384,44,25,14,14,11,9,8,15,54,49,32,21,31,24,14,3,2,1,4,2,2,2,3
1500000US245102610004,245102610004,"Block Group 4, Census Tract 2610, Baltimore city, Maryland",1037,539,37,22,15,24,18,3,10,39,88,64,46,34,31,29,18,6,14,4,9,9,9,2,8,498,38,18,23,15,13,9,7,22,61,62,45,28,36,36,22,11,11,5,6,7,6,7,10
1500000US245102611001,245102611001,"Block Group 1, Census Tract 2611, Baltimore city, Maryland",816,423,20,8,9,5,4,2,0,39,106,62,39,25,14,21,18,7,9,4,10,10,6,2,3,393,18,11,6,8,1,3,2,45,82,51,33,24,17,8,21,8,12,6,6,4,9,6,12
1500000US245102611002,245102611002,"Block Group 2, Census Tract 2611, Baltimore city, Maryland",1135,567,25,12,8,2,4,2,3,31,124,104,69,42,34,20,28,10,12,5,8,10,9,2,3,568,32,11,7,6,3,2,3,52,130,91,60,43,21,28,20,6,12,8,6,8,6,2,11
1500000US245102701011,245102701011,"Block Group 1, Census Tract 2701.01, Baltimore city, Maryland",720,335,25,17,17,14,7,1,4,9,22,25,20,30,27,29,29,11,12,9,3,7,8,7,2,385,22,14,22,13,8,3,3,10,15,34,28,30,37,39,39,13,11,7,11,12,4,6,4
1500000US245102701012,245102701012,"Block Group 2, Census Tract 2701.01, Baltimore city, Maryland",978,456,30,40,39,31,18,7,6,23,39,33,20,31,30,27,39,8,11,5,3,10,5,0,1,522,38,28,28,31,18,4,5,20,37,45,39,35,35,37,49,13,9,12,7,10,5,7,10
1500000US245102701021,245102701021,"Block Group 1, Census Tract 2701.02, Baltimore city, Maryland",797,366,25,13,37,22,15,4,3,8,16,25,25,34,32,36,17,11,10,5,7,9,3,3,6,431,17,26,29,14,16,5,8,14,27,24,26,47,51,35,31,8,15,5,9,6,4,5,9
1500000US245102701022,245102701022,"Block Group 2, Census Tract 2701.02, Baltimore city, Maryland",836,373,24,22,41,18,9,7,3,17,21,25,22,32,34,36,22,10,6,5,8,8,1,1,1,463,24,32,36,20,15,10,2,16,34,36,32,29,32,45,30,10,8,7,10,14,4,7,10
1500000US245102701023,245102701023,"Block Group 3, Census Tract 2701.02, Baltimore city, Maryland",938,461,29,44,39,24,11,4,10,18,27,32,31,43,30,42,29,7,11,7,2,9,4,4,4,477,35,31,34,25,23,11,12,9,34,29,33,33,37,42,36,14,14,2,5,5,9,2,2
1500000US245102701024,245102701024,"Block Group 4, Census Tract 2701.02, Baltimore city, Maryland",1178,548,32,35,39,25,18,7,7,23,28,30,45,42,36,52,34,14,19,12,11,14,10,9,6,630,31,27,34,19,17,8,8,24,22,43,73,54,62,49,63,18,25,11,10,9,9,3,11
1500000US245102702001,245102702001,"Block Group 1, Census Tract 2702, Baltimore city, Maryland",595,277,15,10,11,12,6,6,2,12,20,22,15,20,26,24,20,13,17,5,4,5,0,8,4,318,26,15,12,12,3,3,4,7,23,31,17,20,33,31,25,7,12,10,4,8,5,4,6
1500000US245102702002,245102702002,"Block Group 2, Census Tract 2702, Baltimore city, Maryland",671,326,22,20,15,24,10,6,3,9,27,24,20,19,18,25,36,12,12,2,10,6,5,0,1,345,15,15,27,11,7,2,4,19,21,19,23,20,26,34,43,8,13,5,8,9,6,6,4
1500000US245102702003,245102702003,"Block Group 3, Census Tract 2702, Baltimore city, Maryland",648,298,14,18,22,9,5,7,8,15,23,11,25,19,38,22,25,11,8,3,4,4,4,2,1,350,17,20,21,22,15,5,5,11,30,31,17,23,30,33,23,5,8,4,7,7,7,3,6
1500000US245102703011,245102703011,"Block Group 1, Census Tract 2703.01, Baltimore city, Maryland",667,296,26,8,22,16,2,1,1,10,12,25,31,23,23,24,30,10,9,3,3,11,3,0,3,371,17,13,36,20,6,1,7,17,33,29,32,33,24,31,25,9,2,5,7,5,7,7,5
1500000US245102703012,245102703012,"Block Group 2, Census Tract 2703.01, Baltimore city, Maryland",794,377,18,27,20,10,14,7,6,13,19,25,26,25,30,24,26,16,12,8,11,12,10,6,12,417,16,38,27,14,6,3,6,13,27,26,26,20,31,33,30,9,14,1,6,13,15,20,23
1500000US245102703013,245102703013,"Block Group 3, Census Tract 2703.01, Baltimore city, Maryland",578,259,15,12,16,10,9,5,3,9,11,14,8,23,17,23,28,5,11,5,5,13,9,4,4,319,15,23,24,10,7,5,0,7,24,18,18,18,14,22,26,18,6,9,11,16,10,9,9
1500000US245102703014,245102703014,"Block Group 4, Census Tract 2703.01, Baltimore city, Maryland",1109,519,40,28,36,22,10,8,6,15,33,32,32,43,27,36,38,18,20,12,13,11,18,10,11,590,33,29,17,18,11,4,6,24,29,44,30,42,51,61,38,21,16,8,14,17,32,22,23
1500000US245102703021,245102703021,"Block Group 1, Census Tract 2703.02, Baltimore city, Maryland",875,439,34,21,27,16,14,5,5,13,23,41,25,34,43,47,36,12,11,3,5,13,9,2,0,436,24,23,21,15,15,16,6,17,33,26,31,30,46,46,33,12,9,3,6,9,7,4,4
1500000US245102703022,245102703022,"Block Group 2, Census Tract 2703.02, Baltimore city, Maryland",889,427,29,24,27,20,14,6,4,17,32,26,29,31,41,35,26,9,12,8,5,13,7,4,8,462,29,24,26,16,11,5,5,20,31,25,32,41,47,49,32,7,12,5,9,13,5,9,9
1500000US245102704011,245102704011,"Block Group 1, Census Tract 2704.01, Baltimore city, Maryland",1969,860,61,57,64,47,25,15,20,29,49,63,52,67,58,64,57,17,19,12,15,21,12,16,20,1109,71,54,55,41,34,16,16,44,70,87,77,84,82,88,61,22,32,10,21,24,32,36,52
1500000US245102704012,245102704012,"Block Group 2, Census Tract 2704.01, Baltimore city, Maryland",1420,639,49,52,46,25,16,13,14,15,47,44,40,52,47,48,50,12,20,6,6,11,6,10,10,781,54,53,68,43,21,3,7,24,58,58,56,63,55,49,54,21,26,7,8,10,9,20,14
1500000US245102704013,245102704013,"Block Group 3, Census Tract 2704.01, Baltimore city, Maryland",1199,569,30,41,51,33,11,11,6,19,30,55,50,33,40,53,46,9,14,7,5,12,5,3,5,630,49,48,38,23,9,10,12,19,43,54,53,40,46,47,56,11,17,8,12,13,8,7,7
1500000US245102704014,245102704014,"Block Group 4, Census Tract 2704.01, Baltimore city, Maryland",824,377,27,22,30,22,12,6,5,8,27,33,20,32,22,33,31,6,10,3,5,7,7,7,2,447,21,21,26,19,14,4,4,17,31,33,24,34,31,46,41,12,15,5,12,7,9,9,12
1500000US245102704021,245102704021,"Block Group 1, Census Tract 2704.02, Baltimore city, Maryland",677,312,20,15,29,18,11,4,3,13,15,12,18,30,23,24,22,7,16,2,4,9,11,3,3,365,14,19,23,15,6,3,3,10,17,22,32,27,33,41,27,3,14,8,9,9,10,11,9
1500000US245102704022,245102704022,"Block Group 2, Census Tract 2704.02, Baltimore city, Maryland",701,334,24,25,12,16,9,5,5,8,30,27,16,21,26,26,26,10,13,6,6,11,5,5,2,367,18,9,30,20,7,1,8,11,29,23,14,29,29,38,37,8,9,4,8,8,7,5,15
1500000US245102704023,245102704023,"Block Group 3, Census Tract 2704.02, Baltimore city, Maryland",641,298,18,11,13,14,13,2,1,10,18,19,22,26,33,27,26,9,11,2,6,7,6,2,2,343,16,13,17,20,12,10,2,17,20,28,15,33,32,23,28,11,4,7,2,6,3,5,19
1500000US245102704024,245102704024,"Block Group 4, Census Tract 2704.02, Baltimore city, Maryland",1210,567,32,41,48,36,17,5,6,14,33,43,33,43,62,38,48,9,19,5,10,7,3,11,4,643,37,39,37,31,19,9,11,23,42,64,38,42,55,56,42,10,12,9,9,13,12,18,15
1500000US245102705011,245102705011,"Block Group 1, Census Tract 2705.01, Baltimore city, Maryland",754,394,23,25,16,14,14,3,4,14,28,29,23,36,26,55,11,9,22,3,6,6,10,15,2,360,9,15,17,14,6,2,3,14,23,19,25,36,30,34,31,15,9,4,10,9,12,14,9
1500000US245102705012,245102705012,"Block Group 2, Census Tract 2705.01, Baltimore city, Maryland",901,422,28,24,16,14,11,4,3,17,34,23,39,36,29,36,30,12,15,5,6,15,13,7,5,479,32,34,19,16,8,4,3,24,29,28,35,34,39,49,33,10,16,9,12,11,13,10,11
1500000US245102705013,245102705013,"Block Group 3, Census Tract 2705.01, Baltimore city, Maryland",1180,555,32,32,34,24,18,12,9,13,34,48,35,36,52,38,33,10,16,9,13,14,16,13,14,625,27,30,38,20,21,4,5,20,45,35,47,55,61,57,31,12,22,12,15,16,21,18,13
1500000US245102705014,245102705014,"Block Group 4, Census Tract 2705.01, Baltimore city, Maryland",1585,769,55,41,50,25,12,8,9,27,57,60,69,52,63,58,57,27,24,18,8,24,10,6,9,816,60,48,55,21,21,7,16,8,59,66,72,63,49,51,56,15,28,24,14,26,13,13,31
1500000US245102705021,245102705021,"Block Group 1, Census Tract 2705.02, Baltimore city, Maryland",995,493,19,33,34,23,3,5,7,18,28,45,37,23,45,48,29,18,16,15,11,11,16,6,3,502,21,31,31,22,6,5,7,14,33,46,28,31,43,46,47,12,13,9,13,11,13,8,12
1500000US245102705022,245102705022,"Block Group 2, Census Tract 2705.02, Baltimore city, Maryland",1308,578,26,29,39,34,16,9,15,25,33,51,42,44,58,37,43,14,11,5,9,10,11,10,7,730,41,45,42,34,17,6,7,35,39,59,43,51,67,58,63,13,19,13,13,21,20,12,12
1500000US245102705023,245102705023,"Block Group 3, Census Tract 2705.02, Baltimore city, Maryland",970,462,25,29,33,28,8,4,6,11,29,18,32,38,48,46,30,16,8,10,13,6,12,8,4,508,21,19,25,24,11,0,5,13,39,36,41,58,38,42,38,12,11,11,11,8,13,16,16
1500000US245102705024,245102705024,"Block Group 4, Census Tract 2705.02, Baltimore city, Maryland",1088,523,32,35,36,30,15,4,0,21,46,35,36,37,44,37,41,10,18,6,12,14,3,6,5,565,46,29,34,21,6,14,4,17,41,44,57,56,48,37,31,14,18,6,7,7,5,12,11
1500000US245102706001,245102706001,"Block Group 1, Census Tract 2706, Baltimore city, Maryland",542,250,17,15,16,10,5,3,3,8,9,16,20,24,23,27,12,7,6,10,7,6,3,2,1,292,18,14,15,13,10,3,3,13,22,24,21,30,21,28,19,5,12,4,4,5,3,4,1
1500000US245102706002,245102706002,"Block Group 2, Census Tract 2706, Baltimore city, Maryland",865,408,20,20,22,19,6,10,4,17,25,43,36,41,33,39,22,11,16,9,2,5,2,3,3,457,31,26,30,13,12,4,3,14,37,34,34,40,37,43,33,9,21,7,8,11,4,4,2
1500000US245102706003,245102706003,"Block Group 3, Census Tract 2706, Baltimore city, Maryland",971,465,35,27,34,23,7,6,4,19,29,30,30,27,46,46,35,14,17,5,6,3,9,9,4,506,32,26,26,17,11,7,6,20,45,41,37,33,31,45,48,13,6,5,10,13,13,10,11
1500000US245102706004,245102706004,"Block Group 4, Census Tract 2706, Baltimore city, Maryland",947,464,26,36,34,19,12,7,7,16,25,39,37,31,35,46,31,13,14,6,10,10,5,1,4,483,34,25,29,18,14,6,4,20,24,30,44,27,43,50,41,10,15,4,14,7,12,5,7
1500000US245102706005,245102706005,"Block Group 5, Census Tract 2706, Baltimore city, Maryland",638,302,10,19,17,15,10,2,5,10,14,19,16,19,19,24,25,12,9,9,10,13,10,7,8,336,17,22,22,9,6,2,3,12,23,16,27,17,19,31,32,8,17,7,12,11,10,5,8
1500000US245102706006,245102706006,"Block Group 6, Census Tract 2706, Baltimore city, Maryland",642,304,24,27,27,13,8,4,7,8,14,18,11,26,24,20,25,12,5,6,8,7,4,5,1,338,22,16,16,14,6,4,8,11,18,19,25,30,31,28,23,7,15,8,11,9,4,10,3
1500000US245102707011,245102707011,"Block Group 1, Census Tract 2707.01, Baltimore city, Maryland",2583,1140,140,109,72,51,41,16,25,87,108,92,76,61,64,63,62,12,21,4,14,13,3,5,1,1443,136,101,74,46,36,34,42,123,174,105,93,83,104,101,76,16,32,8,7,22,21,5,4
1500000US245102707021,245102707021,"Block Group 1, Census Tract 2707.02, Baltimore city, Maryland",685,295,41,29,20,10,7,7,8,20,41,19,10,20,25,19,8,2,1,3,1,3,1,0,0,390,48,30,12,9,13,11,16,30,58,35,31,22,19,29,15,3,3,1,3,1,0,0,1
1500000US245102707022,245102707022,"Block Group 2, Census Tract 2707.02, Baltimore city, Maryland",824,382,25,22,28,20,10,3,7,13,19,10,22,24,35,43,35,10,8,10,7,15,9,4,3,442,32,27,19,16,11,7,5,21,32,25,26,33,32,30,44,14,14,8,13,6,6,12,9
1500000US245102707023,245102707023,"Block Group 3, Census Tract 2707.02, Baltimore city, Maryland",824,399,32,22,41,20,12,2,8,12,22,27,35,29,41,28,21,6,11,5,8,9,1,4,3,425,28,35,28,14,12,3,3,10,22,37,33,36,26,40,27,4,12,7,19,7,10,4,8
1500000US245102707031,245102707031,"Block Group 1, Census Tract 2707.03, Baltimore city, Maryland",933,462,32,21,19,21,7,9,5,10,34,47,43,34,42,36,30,18,8,6,3,13,12,8,4,471,31,22,16,9,7,5,6,21,40,51,37,29,30,45,32,8,14,6,8,18,8,14,14
1500000US245102707032,245102707032,"Block Group 2, Census Tract 2707.03, Baltimore city, Maryland",993,478,40,29,37,13,14,4,14,18,33,36,25,43,41,29,35,10,5,8,7,19,3,6,9,515,35,24,25,18,13,12,4,21,34,45,45,39,42,44,25,10,13,6,11,16,13,8,12
1500000US245102707033,245102707033,"Block Group 3, Census Tract 2707.03, Baltimore city, Maryland",972,475,30,25,33,17,20,5,7,26,28,31,31,27,41,46,33,14,12,4,11,10,8,9,7,497,33,24,18,19,12,11,5,15,36,35,40,37,30,54,38,9,18,6,10,11,11,13,12
1500000US245102708011,245102708011,"Block Group 1, Census Tract 2708.01, Baltimore city, Maryland",954,422,35,28,30,21,14,6,8,27,36,32,24,30,28,31,26,8,9,4,6,5,7,2,5,532,27,36,25,20,14,9,9,29,34,42,37,41,45,37,48,17,17,8,6,8,10,8,5
1500000US245102708012,245102708012,"Block Group 2, Census Tract 2708.01, Baltimore city, Maryland",943,417,34,29,38,24,12,8,7,14,32,27,28,24,39,28,20,12,9,8,9,8,2,3,2,526,24,27,36,19,6,6,6,15,42,35,32,40,49,56,44,18,22,8,9,5,10,5,12
1500000US245102708013,245102708013,"Block Group 3, Census Tract 2708.01, Baltimore city, Maryland",897,404,22,28,23,20,24,7,5,24,25,28,17,30,36,44,23,8,9,8,6,7,7,1,2,493,38,23,35,27,11,6,5,16,31,34,31,34,37,40,39,14,20,9,11,16,6,5,5
1500000US245102708014,245102708014,"Block Group 4, Census Tract 2708.01, Baltimore city, Maryland",1257,576,46,49,53,28,22,5,8,19,35,51,40,37,42,40,30,7,15,7,11,12,9,5,5,681,37,32,54,35,19,8,3,26,34,57,59,53,61,71,39,13,21,9,12,10,12,9,7
1500000US245102708021,245102708021,"Block Group 1, Census Tract 2708.02, Baltimore city, Maryland",856,386,22,21,33,19,14,6,7,21,22,25,17,25,24,33,29,8,19,8,7,9,9,2,6,470,20,30,29,14,16,6,7,10,25,32,34,32,44,46,42,18,14,12,9,10,6,5,9
1500000US245102708022,245102708022,"Block Group 2, Census Tract 2708.02, Baltimore city, Maryland",1162,499,38,27,36,19,17,6,10,22,54,30,22,21,37,51,27,12,22,2,15,15,7,4,5,663,37,27,39,21,16,23,9,38,51,48,37,39,48,64,40,23,22,15,12,22,18,6,8
1500000US245102708023,245102708023,"Block Group 3, Census Tract 2708.02, Baltimore city, Maryland",759,338,27,22,16,11,16,11,8,20,31,14,17,30,20,25,23,9,10,6,9,6,4,1,2,421,22,23,17,11,15,13,12,40,25,18,20,20,41,28,37,10,28,7,11,11,4,6,2
1500000US245102708024,245102708024,"Block Group 4, Census Tract 2708.02, Baltimore city, Maryland",1370,598,51,71,49,27,30,15,13,34,56,38,31,26,41,34,31,10,16,4,6,9,3,2,1,772,53,40,50,28,37,24,23,48,63,47,52,57,68,51,45,20,19,13,11,11,2,5,5
1500000US245102708025,245102708025,"Block Group 5, Census Tract 2708.02, Baltimore city, Maryland",845,389,19,23,26,15,15,6,10,22,32,26,21,23,32,29,37,10,15,6,5,6,6,4,1,456,22,23,36,20,15,6,1,17,25,28,24,23,36,56,48,13,17,8,9,16,6,4,3
1500000US245102708031,245102708031,"Block Group 1, Census Tract 2708.03, Baltimore city, Maryland",2571,1122,83,88,98,55,37,20,26,53,94,71,58,58,64,97,84,24,38,14,17,16,20,5,2,1449,84,84,81,62,45,24,31,86,107,82,91,96,116,122,125,42,36,22,26,30,24,18,15
1500000US245102708032,245102708032,"Block Group 2, Census Tract 2708.03, Baltimore city, Maryland",1679,652,45,21,19,22,11,10,11,45,91,52,39,37,37,39,33,14,11,13,16,27,22,23,14,1027,30,28,24,15,17,8,18,78,133,81,43,57,55,63,64,21,45,20,44,49,52,42,40
1500000US245102708033,245102708033,"Block Group 3, Census Tract 2708.03, Baltimore city, Maryland",2018,828,55,54,65,34,23,11,5,32,50,51,59,45,61,64,53,28,20,16,20,30,13,18,21,1190,59,56,55,31,22,12,13,26,58,68,64,74,82,77,92,28,41,27,37,39,49,80,100
1500000US245102708041,245102708041,"Block Group 1, Census Tract 2708.04, Baltimore city, Maryland",976,440,48,24,17,4,8,7,15,35,53,37,43,27,33,24,20,10,8,5,5,4,5,4,4,536,41,17,29,10,23,17,16,51,65,49,31,25,35,38,30,10,7,6,8,12,3,7,6
1500000US245102708042,245102708042,"Block Group 2, Census Tract 2708.04, Baltimore city, Maryland",589,256,30,18,12,5,3,6,12,21,27,20,23,15,19,13,12,2,9,2,3,2,0,2,0,333,24,18,14,4,5,4,10,26,43,27,23,20,24,27,24,5,10,7,5,5,2,3,3
1500000US245102708043,245102708043,"Block Group 3, Census Tract 2708.04, Baltimore city, Maryland",632,311,20,12,11,8,3,7,16,23,30,39,26,22,21,24,13,4,9,5,3,7,6,2,0,321,30,13,3,2,1,3,6,12,35,41,34,30,19,20,24,12,7,5,5,9,0,4,6
1500000US245102708044,245102708044,"Block Group 4, Census Tract 2708.04, Baltimore city, Maryland",607,282,16,13,13,6,4,4,16,19,18,17,16,17,20,21,23,9,15,3,6,9,6,8,3,325,25,10,7,3,5,4,2,10,10,21,14,19,18,29,16,9,20,9,22,13,19,22,18
1500000US245102708051,245102708051,"Block Group 1, Census Tract 2708.05, Baltimore city, Maryland",1038,468,38,18,32,15,17,7,6,25,27,29,32,37,37,33,25,14,16,10,20,15,7,4,4,570,24,28,40,22,20,6,3,17,23,31,37,34,56,42,45,21,30,14,19,25,18,12,3
1500000US245102708052,245102708052,"Block Group 2, Census Tract 2708.05, Baltimore city, Maryland",924,397,30,35,36,20,6,10,6,13,24,31,13,23,27,23,27,9,22,7,13,10,6,3,3,527,34,22,25,22,21,7,11,17,41,25,35,25,40,44,40,16,29,10,13,22,17,10,1
1500000US245102708053,245102708053,"Block Group 3, Census Tract 2708.05, Baltimore city, Maryland",1011,477,42,42,29,25,10,4,3,30,39,26,28,32,36,29,27,7,19,9,8,13,9,4,6,534,38,27,27,20,13,6,11,32,61,42,34,23,42,39,42,13,12,9,9,13,5,7,9
1500000US245102708054,245102708054,"Block Group 4, Census Tract 2708.05, Baltimore city, Maryland",988,441,34,33,39,29,24,11,6,15,27,22,33,29,27,33,27,7,6,7,6,7,10,8,1,547,30,35,35,28,15,4,7,19,34,35,38,43,42,43,47,13,22,13,8,19,11,3,3
1500000US245102708055,245102708055,"Block Group 5, Census Tract 2708.05, Baltimore city, Maryland",991,455,26,28,30,20,13,8,9,10,28,33,24,26,43,36,43,14,19,6,14,15,5,4,1,536,26,19,29,15,8,5,1,8,41,42,33,33,37,50,60,17,25,15,20,22,7,9,14
1500000US245102709011,245102709011,"Block Group 1, Census Tract 2709.01, Baltimore city, Maryland",955,432,28,19,28,51,20,9,10,22,28,25,25,30,23,24,19,10,7,5,13,21,9,5,1,523,39,11,24,19,12,16,11,20,42,27,26,37,48,31,42,9,12,15,16,32,16,7,11
1500000US245102709012,245102709012,"Block Group 2, Census Tract 2709.01, Baltimore city, Maryland",1128,507,31,32,38,19,23,8,9,19,23,30,39,28,36,38,20,11,15,14,20,33,10,9,2,621,20,26,28,24,11,5,7,16,27,38,34,37,44,51,53,21,33,27,27,42,21,15,14
1500000US245102709013,245102709013,"Block Group 3, Census Tract 2709.01, Baltimore city, Maryland",1960,860,73,56,57,53,29,21,23,67,62,50,39,57,53,49,41,15,16,7,14,26,26,18,8,1100,70,50,55,52,31,29,34,82,86,70,63,54,79,72,62,29,32,15,31,52,25,19,8
1500000US245102709021,245102709021,"Block Group 1, Census Tract 2709.02, Baltimore city, Maryland",1871,837,45,34,49,34,198,20,21,38,37,31,29,31,33,46,49,11,38,21,19,20,15,12,6,1034,40,30,45,36,154,48,20,48,44,51,41,58,57,67,78,40,40,26,30,33,21,11,16
1500000US245102709022,245102709022,"Block Group 2, Census Tract 2709.02, Baltimore city, Maryland",1339,509,24,20,16,15,40,44,44,64,33,27,23,13,29,20,23,11,8,5,9,20,9,9,3,830,30,31,25,17,88,120,118,78,48,20,22,27,28,27,23,15,17,18,25,22,17,10,4
1500000US245102709023,245102709023,"Block Group 3, Census Tract 2709.02, Baltimore city, Maryland",1544,685,48,46,59,23,32,21,8,27,24,33,29,52,53,33,41,22,26,20,20,30,20,13,5,859,45,38,48,37,22,9,11,21,36,54,46,53,68,73,78,24,40,31,31,37,22,17,18
1500000US245102709031,245102709031,"Block Group 1, Census Tract 2709.03, Baltimore city, Maryland",2460,1054,28,27,35,22,345,112,70,76,44,27,32,31,37,36,41,19,12,8,13,22,10,3,4,1406,39,29,37,41,572,120,58,64,50,37,29,30,43,50,50,22,30,27,19,20,16,14,9
1500000US245102709032,245102709032,"Block Group 2, Census Tract 2709.03, Baltimore city, Maryland",1248,631,20,17,21,12,80,38,47,74,47,49,19,38,41,30,28,9,18,12,6,5,10,4,6,617,27,27,17,14,72,37,58,49,49,42,23,20,30,44,29,14,19,7,5,15,8,2,9
1500000US245102709033,245102709033,"Block Group 3, Census Tract 2709.03, Baltimore city, Maryland",895,418,25,18,23,16,16,10,8,38,26,30,26,25,30,37,26,7,10,7,17,8,7,4,4,477,19,22,34,13,19,18,8,28,37,18,21,27,38,49,30,14,19,7,19,15,8,8,6
1500000US245102710011,245102710011,"Block Group 1, Census Tract 2710.01, Baltimore city, Maryland",819,380,40,32,31,29,14,9,6,10,26,18,22,18,23,18,18,6,13,6,6,6,14,9,6,439,27,28,30,19,16,4,4,14,34,34,21,21,39,32,27,11,8,3,16,13,18,13,7
1500000US245102710012,245102710012,"Block Group 2, Census Tract 2710.01, Baltimore city, Maryland",558,249,14,18,16,12,7,3,1,12,15,8,12,18,29,28,19,5,8,8,2,6,4,2,2,309,18,14,22,13,13,7,1,15,21,17,9,20,23,33,18,12,9,3,10,10,7,7,7
